,Roll,MARKS
0,1801EE19,17
,Roll,MARKS
0,1801EE19,2
,Roll,MARKS
0,1801EE19,2
,Roll,MARKS
0,1801EE19,12
,Roll,MARKS
0,1801EE19,12
,Roll,MARKS
0,1801EE19,6
,Roll,MARKS
0,1801EE19,4
,Roll,MARKS
0,1801EE19,2
,Roll,MARKS
0,1801EE04,11
,Roll,MARKS
0,1801EE19,7
,Roll,MARKS
0,1801EE19,6
