,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.51,49,49,7.51
1,2,44,44,7.5,93,93,7.51
2,3,47,47,8.11,140,140,7.71
3,4,49,49,7.84,189,189,7.74
4,5,46,46,8.78,235,235,7.94
5,6,46,46,8.61,281,281,8.05
6,7,40,40,9.15,321,321,8.19
7,8,40,40,8.25,361,361,8.2
