,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.71,49,49,6.71
1,2,44,44,7.39,93,93,7.03
2,3,43,43,8.02,136,136,7.35
3,4,47,47,7.81,183,183,7.46
4,5,42,42,8.33,225,225,7.63
5,6,40,40,8.1,265,265,7.7
6,7,41,41,8.51,306,306,7.81
7,8,40,40,8.25,346,346,7.86
