,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.37,49,49,8.37
1,2,44,44,8.39,93,93,8.38
2,3,43,43,7.42,136,136,8.07
3,4,47,47,8.43,183,183,8.16
4,5,48,48,8.67,231,231,8.27
5,6,40,40,8.52,271,271,8.31
6,7,41,41,9.27,312,312,8.43
7,8,40,40,9.15,352,352,8.51
