,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.71,49,49,5.71
1,2,44,44,6.0,93,93,5.85
2,3,47,47,4.87,140,140,5.52
3,4,49,49,6.33,189,189,5.73
4,5,46,46,6.26,235,235,5.83
5,6,46,46,6.83,281,281,6.0
6,7,40,40,7.5,321,321,6.18
7,8,40,40,7.8,361,361,6.36
