,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.04,49,49,9.04
1,2,44,44,9.02,93,93,9.03
2,3,43,43,8.91,136,136,8.99
3,4,47,47,7.81,183,183,8.69
4,5,42,42,9.12,225,225,8.77
5,6,40,40,7.85,265,265,8.63
6,7,41,41,9.61,306,306,8.76
7,8,40,40,9.4,346,346,8.84
