,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.92,49,49,5.92
1,2,44,44,6.09,93,93,6.0
2,3,44,44,6.68,137,137,6.22
3,4,44,44,5.43,181,181,6.03
4,5,36,36,6.31,217,217,6.07
5,6,47,47,6.66,264,264,6.18
6,7,40,40,7.45,304,304,6.35
7,8,40,40,6.9,344,344,6.41
