,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,10.0,40,40,10.0
1,2,44,44,9.23,84,84,9.6
2,3,50,50,10.0,134,134,9.75
3,4,45,45,9.0,179,179,9.56
