,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.47,49,49,8.47
1,2,44,44,8.32,93,93,8.4
2,3,43,43,8.7,136,136,8.49
3,4,47,47,8.32,183,183,8.45
4,5,48,48,9.5,231,231,8.67
5,6,40,40,8.45,271,271,8.63
6,7,41,41,9.32,312,312,8.72
7,8,40,40,9.4,352,352,8.8
