,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.41,49,49,9.41
1,2,44,44,9.2,93,93,9.31
2,3,46,46,9.17,139,139,9.27
3,4,46,46,9.24,185,185,9.26
4,5,45,45,8.33,230,230,9.08
5,6,40,40,8.8,270,270,9.04
6,7,45,45,9.11,315,315,9.05
7,8,38,38,8.74,353,353,9.01
