,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.29,49,49,5.29
1,2,44,44,5.18,93,93,5.24
2,3,44,44,6.75,137,137,5.72
3,4,44,44,6.77,181,181,5.98
4,5,36,36,6.08,217,217,6.0
5,6,47,47,7.17,264,264,6.2
6,7,40,40,5.85,304,304,6.16
7,8,40,40,5.95,344,344,6.13
