,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,7.65,40,40,7.65
1,2,40,40,7.95,80,80,7.8
2,3,50,50,9.2,130,130,8.34
3,4,45,45,8.0,175,175,8.25
