,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,8.85,40,40,8.85
1,2,40,40,8.55,80,80,8.7
2,3,50,50,9.0,130,130,8.82
3,4,45,45,10.0,175,175,9.12
