,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.82,49,49,6.82
1,2,44,44,6.75,93,93,6.78
2,3,43,43,5.4,136,136,6.35
3,4,47,47,6.06,183,183,6.27
4,5,42,42,5.67,225,225,6.16
5,6,40,40,6.2,265,265,6.17
6,7,41,41,7.73,306,306,6.38
7,8,40,40,6.85,346,346,6.43
