,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.59,49,49,6.59
1,2,44,44,5.89,93,93,6.26
2,3,47,47,5.7,140,140,6.07
3,4,49,49,6.65,189,189,6.22
4,5,46,46,6.52,235,235,6.28
5,6,46,46,6.61,281,281,6.33
6,7,40,40,8.35,321,321,6.59
7,8,40,40,8.4,361,361,6.79
