,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,7.45,40,40,7.45
1,2,44,44,8.32,84,84,7.9
2,3,50,50,8.8,134,134,8.24
3,4,45,45,10.0,179,179,8.68
