,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.08,49,49,5.08
1,2,44,44,5.2,93,93,5.14
2,3,47,47,5.32,140,140,5.2
3,4,49,49,5.86,189,189,5.37
4,5,46,46,4.91,235,235,5.28
5,6,46,46,5.61,281,281,5.33
6,7,40,40,6.85,321,321,5.52
7,8,40,40,5.95,361,361,5.57
