,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.86,49,49,7.86
1,2,44,44,7.34,93,93,7.61
2,3,43,43,8.21,136,136,7.8
3,4,47,47,7.57,183,183,7.74
4,5,42,42,7.55,225,225,7.71
5,6,40,40,7.8,265,265,7.72
6,7,41,41,7.63,306,306,7.71
7,8,40,40,6.4,346,346,7.56
