,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,8.65,40,40,8.65
1,2,40,40,7.7,80,80,8.18
2,3,50,50,1.8,130,130,5.72
