,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.39,49,49,7.39
1,2,44,44,7.66,93,93,7.52
2,3,44,44,8.91,137,137,7.96
3,4,44,44,8.39,181,181,8.07
4,5,36,36,8.81,217,217,8.19
5,6,47,47,9.13,264,264,8.36
6,7,40,40,9.05,304,304,8.45
7,8,40,40,9.4,344,344,8.56
