,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.29,49,49,7.29
1,2,44,44,7.02,93,93,7.16
2,3,46,46,7.91,139,139,7.41
3,4,46,46,8.46,185,185,7.67
4,5,45,45,7.93,230,230,7.72
5,6,40,40,8.3,270,270,7.81
6,7,45,45,8.24,315,315,7.87
7,8,38,38,8.21,353,353,7.91
