,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.96,49,49,7.96
1,2,44,44,7.7,93,93,7.84
2,3,46,46,6.72,139,139,7.47
3,4,46,46,6.83,185,185,7.31
4,5,45,45,7.07,230,230,7.26
5,6,40,40,8.12,270,270,7.39
6,7,45,45,6.13,315,315,7.21
7,8,38,38,8.05,353,353,7.3
