,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.59,49,49,8.59
1,2,44,44,7.89,93,93,8.26
2,3,46,46,7.46,139,139,7.99
3,4,46,46,7.15,185,185,7.78
4,5,45,45,7.4,230,230,7.71
5,6,40,40,7.45,270,270,7.67
6,7,45,45,7.24,315,315,7.61
7,8,38,38,7.0,353,353,7.54
