,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,8.8,40,40,8.8
1,2,40,40,8.05,80,80,8.43
2,3,50,50,9.8,130,130,8.95
3,4,45,45,10.0,175,175,9.22
