Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1101EE11,1,2011,CH101,8,AB,CORE
1101EE11,1,2011,CH110,3,AB,CORE
1101EE11,1,2011,EE101,8,AB,CORE
1101EE11,1,2011,HS101,6,BB,CORE
1101EE11,1,2011,MA101,8,AA,CORE
1101EE11,1,2011,ME110,3,BB,CORE
1101EE11,1,2011,ME111,7,BB,CORE
1101EE11,1,2011,PH101,6,AB,CORE
1101EE11,2,2011,CH102,6,AB,CORE
1101EE11,2,2011,CS101,6,BB,CORE
1101EE11,2,2011,CS110,3,BB,CORE
1101EE11,2,2011,EE102,4,AA,CORE
1101EE11,2,2011,MA102,8,AB,CORE
1101EE11,2,2011,ME101,8,BC,CORE
1101EE11,2,2011,PH102,6,AB,CORE
1101EE11,2,2011,PH110,3,AA,CORE
1101EE11,3,2012,CS201,9,BB,CORE
1101EE11,3,2012,EE200,6,AA,CORE
1101EE11,3,2012,EE201,6,AB,CORE
1101EE11,3,2012,EE202,3,AA,CORE
1101EE11,3,2012,EE220,8,AA,CORE
1101EE11,3,2012,HS241,6,AB,HSS Elective
1101EE11,3,2012,MA201,8,AA,CORE
1101EE11,4,2012,EE203,6,AA,CORE
1101EE11,4,2012,EE204,3,AA,CORE
1101EE11,4,2012,EE230,8,AB,CORE
1101EE11,4,2012,EE280,6,BB,CORE
1101EE11,4,2012,EE281,3,AB,CORE
1101EE11,4,2012,HS202,6,BC,HS Elective
1101EE11,4,2012,MA225,8,AA,CORE
1101EE11,4,2012,MA231,6,AA,Elective-Sc.
1101EE11,5,2013,EE310,6,AB,CORE
1101EE11,5,2013,EE311,3,AA,CORE
1101EE11,5,2013,EE320,6,AA,CORE
1101EE11,5,2013,EE331,3,AB,CORE
1101EE11,5,2013,EE350,6,BB,CORE
1101EE11,5,2013,EE370,6,AA,CORE
1101EE11,5,2013,EE371,3,AA,CORE
1101EE11,5,2013,EE380,6,AA,CORE
1101EE11,5,2013,HS351,6,AB,Open Elective
1101EE11,6,2014,EE304,4,AA,CORE
1101EE11,6,2014,EE321,3,AB,CORE
1101EE11,6,2014,EE322,6,AA,CORE
1101EE11,6,2014,EE340,6,AA,CORE
1101EE11,6,2014,EE351,6,AA,CORE
1101EE11,6,2014,EE360,6,AB,CORE
1101EE11,6,2014,EE361,3,AA,CORE
1101EE11,6,2014,HS342,6,AB,HS Elective
1101EE11,7,2014,EE400,2,AA,CORE
1101EE11,7,2014,EE480,6,BB,CORE
1101EE11,7,2014,EE481,6,AB,CORE
1101EE11,7,2014,EE482,3,BB,CORE
1101EE11,7,2014,EE498,10,AB,CORE
1101EE11,7,2014,EE535,6,BB,Departmental Elective - I
1101EE11,7,2014,EE536,6,AA,Departmental Elective - II
1101EE11,7,2014,MA410,6,AB,Open Elective - I
1101EE11,8,2015,EE499,14,AA,CORE
1101EE11,8,2015,EE508,6,AB,Departmental Elective - III
1101EE11,8,2015,EE537,6,BB,Departmental Elective - IV
1101EE11,8,2015,HS444,6,AB,HS Elective
1101EE11,8,2015,ME512,6,AA,Open Elective - II
