,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.51,49,49,7.51
1,2,44,44,7.3,93,93,7.41
2,3,43,43,8.07,136,136,7.62
3,4,47,47,6.55,183,183,7.34
4,5,48,48,7.1,231,231,7.29
5,6,40,40,5.2,271,271,6.99
6,7,41,41,5.32,312,312,6.77
7,8,40,40,4.15,352,352,6.47
