,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.2,49,49,8.2
1,2,44,44,8.27,93,93,8.24
2,3,44,44,8.3,137,137,8.26
3,4,44,44,8.55,181,181,8.33
4,5,36,36,8.69,217,217,8.39
5,6,47,47,8.96,264,264,8.49
6,7,40,40,8.5,304,304,8.49
7,8,40,40,9.1,344,344,8.56
