,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.16,49,49,8.16
1,2,44,44,8.45,93,93,8.3
2,3,43,43,8.67,136,136,8.42
3,4,47,47,8.06,183,183,8.33
4,5,42,42,8.38,225,225,8.34
5,6,40,40,8.45,265,265,8.35
6,7,41,41,9.05,306,306,8.45
7,8,40,40,9.7,346,346,8.59
