,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.76,49,49,7.76
1,2,44,44,7.77,93,93,7.76
2,3,43,43,8.4,136,136,7.96
3,4,47,47,8.6,183,183,8.13
4,5,42,42,8.57,225,225,8.21
5,6,40,40,7.7,265,265,8.13
6,7,41,41,8.73,306,306,8.21
7,8,40,40,8.5,346,346,8.25
