,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,6,6,7.0,6,6,7.0
1,2,4,4,8.0,10,10,7.4
2,3,6,6,9.0,16,16,8.0
