Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1311MT09,1,2013,EE501,6,AA,Elective III
1311MT09,1,2013,ME501,6,AB,Elective I
1311MT09,1,2013,ME581,6,BB,Elective II
1311MT09,1,2013,SE501,6,BB,CORE
1311MT09,1,2013,SE503,6,AB,CORE
1311MT09,1,2013,SE505,6,AA,CORE
1311MT09,1,2013,SE507,4,AB,CORE
1311MT09,2,2014,EE508,6,BB,Elective V
1311MT09,2,2014,HS514,4,AB,CORE
1311MT09,2,2014,MA508,6,AB,Elective VI
1311MT09,2,2014,ME542,6,AB,Elective IV
1311MT09,2,2014,SE502,6,BB,CORE
1311MT09,2,2014,SE504,6,BB,CORE
1311MT09,2,2014,SE506,6,AA,CORE
1311MT09,2,2014,SE508,4,BB,CORE
1311MT09,3,2014,SE600,10,BB,CORE
1311MT09,3,2014,SE601,40,BB,CORE
1311MT09,4,2015,SE602,45,AB,CORE
