,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.14,49,49,8.14
1,2,44,44,7.57,93,93,7.87
2,3,43,43,8.33,136,136,8.01
3,4,47,47,7.3,183,183,7.83
4,5,48,48,7.04,231,231,7.67
5,6,40,40,6.82,271,271,7.54
6,7,41,41,7.41,312,312,7.53
7,8,40,40,6.2,352,352,7.38
