,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.67,49,49,8.67
1,2,44,44,8.2,93,93,8.45
2,3,47,47,8.0,140,140,8.3
3,4,49,49,8.63,189,189,8.39
4,5,52,52,9.12,241,241,8.54
5,6,46,46,8.74,287,287,8.57
6,7,40,40,8.55,327,327,8.57
7,8,40,40,8.8,367,367,8.6
