,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,7.6,40,40,7.6
1,2,40,40,7.3,80,80,7.45
2,3,50,50,8.8,130,130,7.97
3,4,45,45,8.0,175,175,7.98
