,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,4.78,49,49,4.78
1,2,44,44,4.95,93,93,4.86
2,3,47,47,5.28,140,140,5.0
3,4,49,49,6.12,189,189,5.29
4,5,52,52,5.81,241,241,5.4
5,6,46,46,5.22,287,287,5.37
6,7,40,40,6.5,327,327,5.51
7,8,40,40,6.95,367,367,5.67
