,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.31,49,49,6.31
1,2,44,44,6.86,93,93,6.57
2,3,43,43,5.53,136,136,6.24
3,4,47,47,6.53,183,183,6.32
4,5,42,42,4.6,225,225,6.0
5,6,40,40,5.85,265,265,5.97
6,7,39,39,5.92,304,304,5.97
7,8,40,40,6.65,344,344,6.05
