,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.86,49,49,7.86
1,2,44,44,7.3,93,93,7.59
2,3,46,46,7.54,139,139,7.58
3,4,46,46,7.09,185,185,7.45
4,5,45,45,8.33,230,230,7.63
5,6,40,40,7.25,270,270,7.57
6,7,45,45,7.71,315,315,7.59
7,8,40,40,8.65,355,355,7.71
