,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.14,49,49,7.14
1,2,44,44,6.95,93,93,7.05
2,3,46,46,7.22,139,139,7.11
3,4,46,46,6.3,185,185,6.91
4,5,45,45,7.33,230,230,6.99
5,6,40,40,8.02,270,270,7.14
6,7,45,45,6.0,315,315,6.98
7,8,38,38,6.37,353,353,6.92
