,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.76,49,49,5.76
1,2,44,44,6.57,93,93,6.14
2,3,47,47,5.23,140,140,5.84
3,4,49,49,6.35,189,189,5.97
4,5,52,52,5.0,241,241,5.76
5,6,46,46,4.91,287,287,5.62
6,7,40,40,6.65,327,327,5.75
7,8,40,40,6.35,367,367,5.81
