,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.82,49,49,8.82
1,2,44,44,8.75,93,93,8.78
2,3,43,43,8.19,136,136,8.6
3,4,47,47,8.3,183,183,8.52
4,5,48,48,7.65,231,231,8.34
5,6,40,40,7.12,271,271,8.16
6,7,41,41,8.24,312,312,8.17
7,8,40,40,7.55,352,352,8.1
