,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,9.02,49,49,9.02
1,2,44,44,8.27,93,93,8.67
2,3,46,46,9.37,139,139,8.9
3,4,46,46,9.61,185,185,9.08
4,5,39,39,8.62,224,224,9.0
5,6,40,40,9.12,264,264,9.02
6,7,45,45,8.96,309,309,9.01
7,8,38,38,9.21,347,347,9.03
