,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,5.33,49,49,5.33
1,2,44,44,5.18,93,93,5.26
2,3,43,43,6.49,136,136,5.65
3,4,47,47,6.66,183,183,5.91
4,5,42,42,6.14,225,225,5.95
5,6,40,40,6.55,265,265,6.04
6,7,41,41,7.29,306,306,6.21
7,8,40,40,8.25,346,346,6.45
