,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.39,49,49,8.39
1,2,44,44,6.86,93,93,7.67
2,3,46,46,7.54,139,139,7.63
3,4,46,46,6.37,185,185,7.31
4,5,45,45,8.07,230,230,7.46
5,6,40,40,7.75,270,270,7.5
6,7,45,45,6.8,315,315,7.4
7,8,38,38,7.16,353,353,7.38
