,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.9,49,49,6.9
1,2,44,44,6.68,93,93,6.8
2,3,43,43,7.67,136,136,7.07
3,4,47,47,7.45,183,183,7.17
4,5,42,42,7.83,225,225,7.29
5,6,40,40,7.58,265,265,7.34
6,7,41,41,8.44,306,306,7.48
7,8,40,40,8.65,346,346,7.62
