,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.63,49,49,8.63
1,2,44,44,8.0,93,93,8.33
2,3,47,47,8.32,140,140,8.33
3,4,49,49,8.9,189,189,8.48
4,5,52,52,8.46,241,241,8.47
5,6,46,46,8.61,287,287,8.49
6,7,40,40,8.5,327,327,8.5
7,8,40,40,8.95,367,367,8.54
