,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.06,49,49,7.06
1,2,44,44,6.77,93,93,6.92
2,3,46,46,6.41,139,139,6.76
3,4,46,46,5.72,185,185,6.5
4,5,45,45,5.2,230,230,6.24
5,6,40,40,6.12,270,270,6.23
6,7,45,45,4.04,315,315,5.91
7,8,38,38,7.47,353,353,6.08
