,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,8.1,40,40,8.1
1,2,44,44,7.5,84,84,7.79
2,3,50,50,8.4,134,134,8.01
3,4,45,45,8.0,179,179,8.01
