,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,4.61,49,49,4.61
1,2,44,44,4.02,93,93,4.33
2,3,47,47,4.38,140,140,4.35
3,4,49,49,4.82,189,189,4.47
