,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,8.45,40,40,8.45
1,2,44,44,8.86,84,84,8.67
2,3,50,50,8.0,134,134,8.42
3,4,45,45,9.0,179,179,8.56
