,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,40,40,7.6,40,40,7.6
1,2,40,40,7.25,80,80,7.42
2,3,50,50,8.8,130,130,7.95
3,4,45,45,9.0,175,175,8.22
