,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.71,49,49,7.71
1,2,44,44,7.86,93,93,7.78
2,3,46,46,8.15,139,139,7.91
3,4,46,46,8.87,185,185,8.15
4,5,39,39,8.54,224,224,8.21
5,6,40,40,7.48,264,264,8.1
6,7,45,45,8.29,309,309,8.13
7,8,40,40,7.5,349,349,8.06
