,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.86,49,49,6.86
1,2,44,44,6.23,93,93,6.56
2,3,47,47,7.47,140,140,6.86
3,4,49,49,7.82,189,189,7.11
4,5,46,46,7.57,235,235,7.2
5,6,46,46,7.78,281,281,7.3
6,7,40,40,9.55,321,321,7.58
7,8,40,40,8.25,361,361,7.65
