Roll,semester,Year,sub_code,total_credits,credit_obtained,sub_type
1211MC10,1,2012,CS501,6,BB,CORE
1211MC10,1,2012,CS507,6,BC,CORE
1211MC10,1,2012,MA501,6,BC,ELECTIVE
1211MC10,1,2012,MA509,6,AB,CORE
1211MC10,1,2012,MA511,6,BC,CORE
1211MC10,1,2012,MC501,6,BC,CORE
1211MC10,1,2012,MC591,4,AB,CORE
1211MC10,2,2012,CS502,6,BB,ELECTIVE
1211MC10,2,2012,CS504,6,BC,ELECTIVE
1211MC10,2,2012,MA502,6,BC,CORE
1211MC10,2,2012,MA504,6,BB,CORE
1211MC10,2,2012,MA508,6,BB,ELECTIVE
1211MC10,2,2012,MC502,6,AB,CORE
1211MC10,2,2012,MC592,4,AB,CORE
1211MC10,3,2013,MA600,10,AA,CORE
1211MC10,3,2013,MA601,40,AB,CORE
1211MC10,4,2014,MA602,45,BB,CORE
