,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.98,49,49,7.98
1,2,44,44,8.82,93,93,8.38
2,3,49,49,7.47,142,142,8.06
3,4,42,42,8.43,184,184,8.15
4,5,52,52,8.79,236,236,8.29
5,6,41,41,8.78,277,277,8.36
6,7,36,36,9.33,313,313,8.47
7,8,46,46,9.48,359,359,8.6
