,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.49,49,49,8.49
1,2,44,44,7.93,93,93,8.23
2,3,47,47,9.13,140,140,8.53
3,4,49,49,8.84,189,189,8.61
4,5,52,52,9.12,241,241,8.72
5,6,46,46,8.87,287,287,8.74
6,7,40,40,9.1,327,327,8.79
7,8,40,40,9.3,367,367,8.84
