,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,16,16,7.75,16,16,7.75
1,2,12,12,8.5,28,28,8.07
2,3,12,12,8.0,40,40,8.05
