,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.47,49,49,8.47
1,2,44,44,7.82,93,93,8.16
2,3,47,47,9.19,140,140,8.51
3,4,49,49,8.96,189,189,8.62
4,5,46,46,9.04,235,235,8.71
5,6,46,46,9.48,281,281,8.83
6,7,40,40,9.6,321,321,8.93
7,8,40,40,9.45,361,361,8.99
