,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.06,49,49,6.06
1,2,44,44,6.55,93,93,6.29
2,3,46,46,7.28,139,139,6.62
3,4,46,46,5.85,185,185,6.43
4,5,39,39,6.85,224,224,6.5
5,6,40,40,7.82,264,264,6.7
6,7,45,45,8.62,309,309,6.98
7,8,38,38,8.05,347,347,7.1
