,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.2,49,49,7.2
1,2,44,44,6.3,93,93,6.77
2,3,46,46,6.93,139,139,6.83
3,4,46,46,6.93,185,185,6.85
4,5,39,39,6.85,224,224,6.85
5,6,40,40,7.38,264,264,6.93
6,7,45,45,8.11,309,309,7.1
7,8,38,38,7.95,347,347,7.2
