,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.82,49,49,8.82
1,2,44,44,9.18,93,93,8.99
2,3,47,47,9.09,140,140,9.02
3,4,49,49,8.33,189,189,8.84
4,5,46,46,8.65,235,235,8.8
5,6,46,46,8.7,281,281,8.79
6,7,40,40,9.55,321,321,8.88
7,8,40,40,9.25,361,361,8.92
