,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.49,49,49,8.49
1,2,44,44,8.59,93,93,8.54
2,3,43,43,9.26,136,136,8.76
3,4,47,47,8.43,183,183,8.68
4,5,48,48,8.23,231,231,8.58
5,6,40,40,7.78,271,271,8.46
6,7,41,41,8.07,312,312,8.41
7,8,40,40,7.5,352,352,8.31
