,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,6.43,49,49,6.43
1,2,44,44,6.64,93,93,6.53
2,3,47,47,6.85,140,140,6.64
3,4,49,49,6.88,189,189,6.7
4,5,46,46,7.22,235,235,6.8
5,6,46,46,7.35,281,281,6.89
6,7,40,40,7.95,321,321,7.02
7,8,40,40,7.95,361,361,7.12
