,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,7.04,49,49,7.04
1,2,44,44,6.89,93,93,6.97
2,3,47,47,7.04,140,140,6.99
3,4,49,49,7.47,189,189,7.12
4,5,52,52,6.0,241,241,6.88
5,6,46,46,8.26,287,287,7.1
6,7,40,40,7.7,327,327,7.17
7,8,40,40,8.1,367,367,7.27
