,Semester,Semester Credits,Semester_Credits_Cleared,SPI,Total Credits,Total Credits Cleared,CPI
0,1,49,49,8.33,49,49,8.33
1,2,44,44,7.89,93,93,8.12
2,3,46,46,7.72,139,139,7.99
3,4,46,46,8.13,185,185,8.02
4,5,39,39,7.77,224,224,7.98
5,6,40,40,8.18,264,264,8.01
6,7,45,45,8.76,309,309,8.12
7,8,38,38,7.89,347,347,8.09
